post_id,timestamp,date,hour,weekday,weekday_num,platform,content_type,category,hashtags,followers,likes,comments,shares,saves,clicks,reach,total_engagement,engagement_rate,is_anomaly,anomaly_factor
POST_00325,2026-01-07 01:53:53.677712,2026-01-07,1,Wednesday,2,LinkedIn,Video,Finance,#Investing|#Wealth,39447,790,1438,612,148,962,20750,2988,14.4,normal,1.0
POST_00126,2026-01-07 08:11:40.677712,2026-01-07,8,Wednesday,2,YouTube,Image,Entertainment,#Fun|#Entertainment|#MustWatch,64917,3513,7874,1395,788,5124,122229,13570,11.1021,normal,1.0
POST_00390,2026-01-07 08:33:26.677712,2026-01-07,8,Wednesday,2,Twitter,Reel/Short,Education,#Skills|#Growth,4294,317,146,280,58,459,4482,801,17.8715,normal,1.0
POST_01838,2026-01-07 10:21:40.677712,2026-01-07,10,Wednesday,2,TikTok,Text,Lifestyle,#Motivation|#DailyLife,4072,120,239,137,10,735,8992,506,5.6272,normal,1.0
POST_00631,2026-01-07 12:15:31.677712,2026-01-07,12,Wednesday,2,YouTube,Text,Finance,#Wealth|#Investing|#FinancialFreedom|#Crypto,15493,484,1254,1023,42,2419,24074,2803,11.6433,normal,1.0
POST_01790,2026-01-07 12:59:25.677712,2026-01-07,12,Wednesday,2,Instagram,Image,Lifestyle,#DailyLife|#Motivation,10402,587,511,213,90,1365,15647,1401,8.9538,normal,1.0
POST_01389,2026-01-07 13:13:50.677712,2026-01-07,13,Wednesday,2,TikTok,Reel/Short,Tech,#AI|#CloudComputing|#DataScience,15017,1745,950,989,315,2848,52728,3999,7.5842,normal,1.0
POST_00703,2026-01-07 16:28:12.677712,2026-01-07,16,Wednesday,2,Twitter,Video,Health,#Yoga|#MentalHealth|#Fitness|#Nutrition,10130,342,286,348,68,669,8309,1044,12.5647,normal,1.0
POST_01048,2026-01-07 18:22:11.677712,2026-01-07,18,Wednesday,2,YouTube,Carousel,Travel,#Travel|#Wanderlust|#Backpacking|#Adventure,9709,705,422,248,107,3073,34359,1482,4.3133,normal,1.0
POST_01884,2026-01-07 18:53:23.677712,2026-01-07,18,Wednesday,2,Instagram,Carousel,Tech,#OpenSource|#DevOps|#AI,2083,245,69,120,14,404,5674,448,7.8957,normal,1.0
POST_01182,2026-01-07 20:39:51.677712,2026-01-07,20,Wednesday,2,TikTok,Text,Education,#Learning,4403,230,294,251,45,730,9120,820,8.9912,normal,1.0
POST_01820,2026-01-07 21:55:32.677712,2026-01-07,21,Wednesday,2,Instagram,Text,Lifestyle,#DailyLife|#Motivation|#Mindfulness|#Goals,19775,1180,1703,448,68,3237,54176,3399,6.274,normal,1.0
POST_00878,2026-01-07 21:59:21.677712,2026-01-07,21,Wednesday,2,TikTok,Image,Sports,#Football,12109,1691,633,540,324,6184,53752,3188,5.9309,normal,1.0
POST_00843,2026-01-08 07:01:41.677712,2026-01-08,7,Thursday,3,Instagram,Image,Sports,#Cricket|#NBA|#Athletics,2276,141,48,33,18,116,3146,240,7.6287,normal,1.0
POST_01537,2026-01-08 07:48:37.677712,2026-01-08,7,Thursday,3,YouTube,Reel/Short,Sports,#Football|#NBA|#Cricket|#Athletics,13236,610,569,191,61,1711,15887,1431,9.0074,normal,1.0
POST_01671,2026-01-08 09:09:21.677712,2026-01-08,9,Thursday,3,Twitter,Video,Tech,#OpenSource|#DevOps|#Python,1149,112,81,189,18,140,1733,400,23.0814,normal,1.0
POST_01845,2026-01-08 09:22:41.677712,2026-01-08,9,Thursday,3,Instagram,Video,Fashion,#StreetStyle|#Fashion,25030,1061,2091,411,128,840,36720,3691,10.0517,normal,1.0
POST_01564,2026-01-08 12:58:04.677712,2026-01-08,12,Thursday,3,YouTube,Video,Food,#Cooking,473,32,48,14,3,66,929,97,10.4413,normal,1.0
POST_01102,2026-01-08 13:17:18.677712,2026-01-08,13,Thursday,3,YouTube,Image,Food,#Recipe|#Vegan|#Cooking,19039,683,1166,168,145,2612,36910,2162,5.8575,normal,1.0
POST_01911,2026-01-08 13:47:17.677712,2026-01-08,13,Thursday,3,Twitter,Reel/Short,Health,#Wellness|#Nutrition|#Yoga,29087,5865,1731,6093,1028,899,41243,14717,35.6836,normal,1.0
POST_01764,2026-01-08 15:30:06.677712,2026-01-08,15,Thursday,3,TikTok,Video,Lifestyle,#Goals|#Motivation|#Mindfulness,1652,169,89,41,12,102,2495,311,12.4649,normal,1.0
POST_01552,2026-01-08 21:05:26.677712,2026-01-08,21,Thursday,3,Instagram,Reel/Short,Finance,#Crypto|#Wealth|#StockMarket,23728,2907,726,3330,419,2064,19608,7382,37.6479,normal,1.0
POST_01762,2026-01-08 23:53:14.677712,2026-01-08,23,Thursday,3,Instagram,Image,Finance,#StockMarket|#Investing,18287,698,503,346,61,1063,13468,1608,11.9394,normal,1.0
POST_00121,2026-01-08 23:55:17.677712,2026-01-08,23,Thursday,3,TikTok,Reel/Short,Finance,#Wealth|#FinancialFreedom,2399,166,27,103,28,71,1448,324,22.3757,normal,1.0
POST_00946,2026-01-09 00:37:44.677712,2026-01-09,0,Friday,4,TikTok,Image,Travel,#Adventure|#Travel|#Wanderlust|#Explore,13715,294,172,84,49,491,7447,599,8.0435,normal,1.0
POST_01299,2026-01-09 00:54:45.677712,2026-01-09,0,Friday,4,YouTube,Reel/Short,Sports,#Football|#Athletics|#Cricket|#FitLife,2133,33,32,24,4,106,1002,93,9.2814,normal,1.0
POST_01645,2026-01-09 02:08:55.677712,2026-01-09,2,Friday,4,LinkedIn,Image,Tech,#DataScience|#Python|#MachineLearning,9582,75,101,51,16,404,4039,243,6.0163,normal,1.0
POST_00158,2026-01-09 04:28:13.677712,2026-01-09,4,Friday,4,Instagram,Carousel,Sports,#FitLife|#Football|#NBA,16822,265,229,244,17,613,5394,755,13.997,normal,1.0
POST_00321,2026-01-09 07:14:24.677712,2026-01-09,7,Friday,4,Instagram,Text,Travel,#Wanderlust|#Adventure,13255,350,905,296,73,1540,21454,1624,7.5697,normal,1.0
POST_00879,2026-01-09 09:00:46.677712,2026-01-09,9,Friday,4,Instagram,Carousel,Fashion,#StreetStyle|#OOTD|#Style,2264,82,96,90,14,315,6041,282,4.6681,normal,1.0
POST_01616,2026-01-09 15:01:42.677712,2026-01-09,15,Friday,4,Instagram,Carousel,Food,#Foodie|#Vegan|#Recipe|#Cooking,32743,1210,5175,957,185,5245,47469,7527,15.8567,normal,1.0
POST_00799,2026-01-09 15:30:56.677712,2026-01-09,15,Friday,4,Twitter,Video,Entertainment,#Trending|#Entertainment,60259,1282,3677,2975,171,3569,50380,8105,16.0877,normal,1.0
POST_01350,2026-01-09 15:38:59.677712,2026-01-09,15,Friday,4,Twitter,Image,Lifestyle,#Goals|#Mindfulness|#DailyLife,36016,542,658,1563,90,1356,24755,2853,11.5249,normal,1.0
POST_01404,2026-01-09 15:43:46.677712,2026-01-09,15,Friday,4,Instagram,Carousel,Fashion,#Style|#StreetStyle,8522,300,59,86,73,336,8850,518,5.8531,normal,1.0
POST_00982,2026-01-09 19:05:10.677712,2026-01-09,19,Friday,4,TikTok,Text,Lifestyle,#DailyLife|#Goals|#Motivation|#SelfCare,41932,2270,1124,1677,185,2753,67960,5256,7.734,normal,1.0
POST_00071,2026-01-09 21:31:29.677712,2026-01-09,21,Friday,4,TikTok,Image,Food,#Vegan|#Recipe|#Cooking|#Delicious,99880,8515,5063,1613,662,33401,336023,15853,4.7178,normal,1.0
POST_01870,2026-01-09 22:13:00.677712,2026-01-09,22,Friday,4,YouTube,Text,Education,#StudyTips|#OnlineCourse,21816,127,1341,347,31,2904,36506,1846,5.0567,normal,1.0
POST_00771,2026-01-10 00:52:20.677712,2026-01-10,0,Saturday,5,TikTok,Image,Sports,#NBA|#Cricket|#Football|#FitLife,6614,339,180,36,68,371,8125,623,7.6677,normal,1.0
POST_01943,2026-01-10 02:41:03.677712,2026-01-10,2,Saturday,5,YouTube,Text,Education,#Growth|#OnlineCourse|#Skills,21886,194,607,116,12,455,16573,929,5.6055,normal,1.0
POST_01748,2026-01-10 05:18:26.677712,2026-01-10,5,Saturday,5,TikTok,Image,Finance,#StockMarket|#Investing|#FinancialFreedom,27228,1104,221,351,269,1430,18487,1945,10.5209,normal,1.0
POST_01468,2026-01-10 08:08:59.677712,2026-01-10,8,Saturday,5,LinkedIn,Reel/Short,Travel,#Travel|#Explore,7136,438,598,511,102,751,11327,1649,14.5581,normal,1.0
POST_01650,2026-01-10 08:58:18.677712,2026-01-10,8,Saturday,5,LinkedIn,Video,Tech,#AI,28787,2264,1158,4870,178,1242,21654,8470,39.1152,normal,1.0
POST_01676,2026-01-10 21:09:35.677712,2026-01-10,21,Saturday,5,TikTok,Video,Travel,#Backpacking,141795,15037,6634,19715,2724,15177,427431,44110,10.3198,normal,1.0
POST_00592,2026-01-10 21:54:53.677712,2026-01-10,21,Saturday,5,TikTok,Carousel,Travel,#Adventure|#Travel|#Explore,67576,5944,5036,4695,851,13527,240840,16526,6.8618,normal,1.0
POST_01162,2026-01-11 01:40:24.677712,2026-01-11,1,Sunday,6,TikTok,Text,Fashion,#Fashion|#Trendy|#Style|#OOTD,122718,4204,2996,4480,335,6426,55501,12015,21.6483,normal,1.0
POST_01286,2026-01-11 06:07:09.677712,2026-01-11,6,Sunday,6,Instagram,Text,Tech,#DataScience|#CloudComputing|#MachineLearning|#AI,1905,37,159,20,5,60,1523,221,14.5108,normal,1.0
POST_00859,2026-01-11 07:15:27.677712,2026-01-11,7,Sunday,6,YouTube,Image,Health,#Yoga|#MentalHealth,7056,173,208,31,38,1023,9062,450,4.9658,normal,1.0
POST_00385,2026-01-11 09:06:18.677712,2026-01-11,9,Sunday,6,Instagram,Text,Travel,#Travel,8153,166,1051,226,17,1476,16238,1460,8.9913,normal,1.0
POST_00387,2026-01-11 09:49:37.677712,2026-01-11,9,Sunday,6,LinkedIn,Reel/Short,Lifestyle,#Mindfulness|#SelfCare|#DailyLife|#Motivation,23483,2429,1516,4842,162,1181,28733,8949,31.1454,normal,1.0
POST_01995,2026-01-11 11:26:44.677712,2026-01-11,11,Sunday,6,YouTube,Reel/Short,Sports,#Athletics|#Football,3411,205,133,130,35,450,7811,503,6.4396,normal,1.0
POST_01745,2026-01-11 11:48:03.677712,2026-01-11,11,Sunday,6,LinkedIn,Carousel,Sports,#Athletics|#Cricket,12118,591,515,809,45,1256,14490,1960,13.5266,normal,1.0
POST_01617,2026-01-11 13:31:30.677712,2026-01-11,13,Sunday,6,Twitter,Video,Sports,#FitLife|#Athletics|#NBA,60370,4616,2860,6789,976,9703,119500,15241,12.754,normal,1.0
POST_01951,2026-01-11 14:06:33.677712,2026-01-11,14,Sunday,6,LinkedIn,Video,Fashion,#Trendy|#Style|#StreetStyle|#Fashion,50059,1414,1370,2062,284,3409,53319,5130,9.6213,normal,1.0
POST_01018,2026-01-11 17:18:56.677712,2026-01-11,17,Sunday,6,TikTok,Text,Education,#Learning|#Growth|#StudyTips|#OnlineCourse,15997,829,497,266,109,2833,23792,1701,7.1495,normal,1.0
POST_00076,2026-01-11 17:36:52.677712,2026-01-11,17,Sunday,6,Twitter,Text,Food,#Cooking,15233,366,647,910,49,2280,24353,1972,8.0976,normal,1.0
POST_00786,2026-01-11 17:55:05.677712,2026-01-11,17,Sunday,6,TikTok,Carousel,Lifestyle,#Motivation|#Mindfulness,6900,608,452,248,76,470,8352,1384,16.5709,normal,1.0
POST_01156,2026-01-11 18:23:41.677712,2026-01-11,18,Sunday,6,YouTube,Video,Sports,#Football,33974,2344,6227,1752,567,4729,89380,10890,12.1839,normal,1.0
POST_00035,2026-01-11 22:28:50.677712,2026-01-11,22,Sunday,6,YouTube,Video,Travel,#Wanderlust,6328,273,622,270,47,958,8893,1212,13.6287,normal,1.0
POST_01118,2026-01-12 00:37:24.677712,2026-01-12,0,Monday,0,TikTok,Carousel,Fashion,#Style|#OOTD|#Fashion|#Trendy,2966,75,29,76,9,333,3222,189,5.8659,normal,1.0
POST_00912,2026-01-12 02:29:59.677712,2026-01-12,2,Monday,0,Instagram,Reel/Short,Entertainment,#Trending|#Viral,11915,1004,68,266,227,562,13829,1565,11.3168,normal,1.0
POST_01595,2026-01-12 03:59:48.677712,2026-01-12,3,Monday,0,LinkedIn,Image,Finance,#FinancialFreedom,58891,912,1555,344,120,1514,17582,2931,16.6705,normal,1.0
POST_01539,2026-01-12 08:41:23.677712,2026-01-12,8,Monday,0,YouTube,Reel/Short,Travel,#Explore|#Travel|#Backpacking,3517,177,135,184,35,569,8322,531,6.3807,normal,1.0
POST_01583,2026-01-12 10:54:21.677712,2026-01-12,10,Monday,0,Twitter,Reel/Short,Lifestyle,#DailyLife,920,45,30,109,8,58,600,192,32.0,normal,1.0
POST_01597,2026-01-12 11:10:53.677712,2026-01-12,11,Monday,0,LinkedIn,Image,Travel,#Travel|#Backpacking|#Wanderlust,88944,1639,2686,1605,132,7160,61535,6062,9.8513,normal,1.0
POST_01399,2026-01-12 14:27:00.677712,2026-01-12,14,Monday,0,TikTok,Reel/Short,Education,#Skills|#Growth|#Learning,61791,3964,2193,1458,885,5715,108430,8500,7.8392,normal,1.0
POST_00545,2026-01-12 16:49:24.677712,2026-01-12,16,Monday,0,Instagram,Video,Fashion,#Trendy|#StreetStyle|#Style|#Fashion,15061,843,366,657,97,818,14899,1963,13.1754,normal,1.0
POST_00399,2026-01-12 17:07:34.677712,2026-01-12,17,Monday,0,LinkedIn,Video,Education,#Skills|#Learning|#StudyTips,33735,1137,1382,1848,211,3347,29211,4578,15.6722,normal,1.0
POST_01796,2026-01-12 18:15:41.677712,2026-01-12,18,Monday,0,LinkedIn,Carousel,Health,#Yoga|#MentalHealth|#Nutrition,54437,1648,2136,3974,328,3045,78304,8086,10.3264,normal,1.0
POST_01023,2026-01-12 19:57:40.677712,2026-01-12,19,Monday,0,TikTok,Text,Sports,#FitLife|#Cricket|#Athletics,10435,606,879,592,55,2823,38963,2132,5.4719,normal,1.0
POST_01055,2026-01-12 20:27:55.677712,2026-01-12,20,Monday,0,TikTok,Text,Lifestyle,#Goals|#Mindfulness|#Motivation,6378,725,334,726,81,1356,18741,1866,9.9568,normal,1.0
POST_01634,2026-01-12 23:56:05.677712,2026-01-12,23,Monday,0,YouTube,Text,Entertainment,#Viral|#Entertainment,15648,302,771,134,72,1308,12796,1279,9.9953,normal,1.0
POST_00109,2026-01-13 02:56:02.677712,2026-01-13,2,Tuesday,1,Instagram,Carousel,Tech,#MachineLearning|#CloudComputing,17475,359,395,301,37,1748,16209,1092,6.737,normal,1.0
POST_01087,2026-01-13 08:43:19.677712,2026-01-13,8,Tuesday,1,Instagram,Video,Lifestyle,#DailyLife|#Motivation|#Mindfulness,5330,402,225,289,96,644,11891,1012,8.5106,normal,1.0
POST_01705,2026-01-13 10:08:35.677712,2026-01-13,10,Tuesday,1,LinkedIn,Image,Fashion,#Fashion|#StreetStyle|#Style|#Trendy,8280,376,303,286,23,560,5011,988,19.7166,normal,1.0
POST_01012,2026-01-13 12:05:50.677712,2026-01-13,12,Tuesday,1,Instagram,Reel/Short,Finance,#Wealth|#Crypto|#FinancialFreedom|#StockMarket,4004,630,130,64,109,473,6367,933,14.6537,normal,1.0
POST_00985,2026-01-13 13:54:14.677712,2026-01-13,13,Tuesday,1,TikTok,Reel/Short,Entertainment,#Trending,8647,509,453,754,106,2121,27175,1822,6.7047,normal,1.0
POST_00072,2026-01-13 15:11:36.677712,2026-01-13,15,Tuesday,1,YouTube,Video,Education,#Learning,28547,4107,1546,626,232,4940,64171,6511,10.1463,normal,1.0
POST_01993,2026-01-13 15:43:58.677712,2026-01-13,15,Tuesday,1,Twitter,Video,Entertainment,#Entertainment|#Viral,17089,682,644,1117,35,1374,15344,2478,16.1496,normal,1.0
POST_01386,2026-01-13 20:27:46.677712,2026-01-13,20,Tuesday,1,YouTube,Video,Health,#Nutrition,12161,654,743,515,138,1602,25119,2050,8.1612,normal,1.0
POST_01201,2026-01-13 20:46:28.677712,2026-01-13,20,Tuesday,1,LinkedIn,Carousel,Tech,#AI|#Python,2119,72,87,93,11,170,2113,263,12.4468,normal,1.0
POST_00561,2026-01-14 00:24:34.677712,2026-01-14,0,Wednesday,2,Twitter,Reel/Short,Health,#Fitness|#Yoga,118735,2545,1388,4115,556,5299,82057,8604,10.4854,normal,1.0
POST_01746,2026-01-14 03:34:45.677712,2026-01-14,3,Wednesday,2,YouTube,Text,Sports,#Athletics,10746,122,531,83,21,902,8199,757,9.2328,normal,1.0
POST_01019,2026-01-14 04:41:33.677712,2026-01-14,4,Wednesday,2,Twitter,Video,Tech,#DevOps,10877,65,236,249,13,436,5282,563,10.6588,normal,1.0
POST_00245,2026-01-14 05:51:21.677712,2026-01-14,5,Wednesday,2,LinkedIn,Carousel,Finance,#FinancialFreedom,22433,428,765,410,28,416,6853,1631,23.7998,normal,1.0
POST_01329,2026-01-14 07:43:40.677712,2026-01-14,7,Wednesday,2,Instagram,Text,Sports,#Football|#Athletics|#Cricket|#FitLife,43498,694,1016,487,137,5048,56505,2334,4.1306,normal,1.0
POST_01508,2026-01-14 13:20:46.677712,2026-01-14,13,Wednesday,2,YouTube,Reel/Short,Travel,#Explore|#Adventure|#Backpacking,1242,100,53,14,16,79,2678,183,6.8335,normal,1.0
POST_00378,2026-01-14 14:09:01.677712,2026-01-14,14,Wednesday,2,Twitter,Text,Entertainment,#Viral|#Entertainment|#Fun,5543,193,368,201,26,515,8895,788,8.8589,normal,1.0
POST_01340,2026-01-14 16:37:04.677712,2026-01-14,16,Wednesday,2,YouTube,Video,Fashion,#Style|#OOTD|#Fashion,21016,732,570,575,127,3551,34209,2004,5.8581,normal,1.0
POST_00736,2026-01-14 17:01:16.677712,2026-01-14,17,Wednesday,2,Instagram,Carousel,Health,#Fitness,9087,197,194,223,16,820,9217,630,6.8352,normal,1.0
POST_01817,2026-01-14 17:09:47.677712,2026-01-14,17,Wednesday,2,Twitter,Image,Entertainment,#Entertainment|#Trending|#Viral,19854,206,218,870,50,651,14283,1344,9.4098,normal,1.0
POST_01638,2026-01-14 21:21:37.677712,2026-01-14,21,Wednesday,2,LinkedIn,Text,Fashion,#OOTD|#Trendy,10199,188,911,411,15,579,14408,1525,10.5844,normal,1.0
POST_00789,2026-01-14 23:13:48.677712,2026-01-14,23,Wednesday,2,LinkedIn,Image,Finance,#Investing|#Crypto|#Wealth|#FinancialFreedom,19993,203,260,156,33,458,17262,652,3.7771,normal,1.0
POST_00637,2026-01-15 03:29:52.677712,2026-01-15,3,Thursday,3,Instagram,Video,Fashion,#StreetStyle|#Style,6571,124,164,82,29,219,2809,399,14.2043,normal,1.0
POST_00656,2026-01-15 08:54:46.677712,2026-01-15,8,Thursday,3,Instagram,Image,Food,#Vegan|#Foodie,16335,292,41,37,480,1001,19525,850,4.3534,crash,0.1
POST_00549,2026-01-15 08:56:48.677712,2026-01-15,8,Thursday,3,TikTok,Text,Education,#Learning,33119,1191,2873,1114,115,7727,111293,5293,4.7559,normal,1.0
POST_00173,2026-01-15 11:17:14.677712,2026-01-15,11,Thursday,3,Twitter,Carousel,Tech,#DataScience|#DevOps|#AI,6073,272,304,530,47,268,4608,1153,25.0217,normal,1.0
POST_01914,2026-01-15 13:01:30.677712,2026-01-15,13,Thursday,3,LinkedIn,Carousel,Food,#Vegan|#Cooking|#Delicious,4781,194,284,555,22,279,7766,1055,13.5849,normal,1.0
POST_01521,2026-01-15 13:14:13.677712,2026-01-15,13,Thursday,3,Instagram,Carousel,Travel,#Backpacking|#Wanderlust|#Adventure,6444,789,532,80,98,346,11671,1499,12.8438,normal,1.0
POST_01268,2026-01-15 13:52:45.677712,2026-01-15,13,Thursday,3,LinkedIn,Reel/Short,Food,#Cooking|#Recipe,8935,603,1473,1037,76,528,5070,3189,62.8994,normal,1.0
POST_00553,2026-01-15 14:59:30.677712,2026-01-15,14,Thursday,3,Twitter,Image,Health,#MentalHealth,12290,278,227,305,21,1099,13033,831,6.3761,normal,1.0
POST_00756,2026-01-15 15:16:03.677712,2026-01-15,15,Thursday,3,LinkedIn,Video,Sports,#NBA|#FitLife|#Athletics|#Football,20029,654,2147,1734,107,1296,20274,4642,22.8963,normal,1.0
POST_01147,2026-01-15 17:58:44.677712,2026-01-15,17,Thursday,3,Instagram,Image,Health,#Yoga|#Nutrition|#Fitness,20742,1287,657,278,175,748,35453,2397,6.7611,normal,1.0
POST_00177,2026-01-15 19:16:03.677712,2026-01-15,19,Thursday,3,TikTok,Reel/Short,Lifestyle,#Goals,35556,6178,2734,3867,1349,14806,159466,14128,8.8596,normal,1.0
POST_00574,2026-01-15 19:20:40.677712,2026-01-15,19,Thursday,3,YouTube,Reel/Short,Education,#Skills,5139,310,359,269,24,555,15438,962,6.2314,normal,1.0
POST_00743,2026-01-15 21:09:46.677712,2026-01-15,21,Thursday,3,YouTube,Video,Tech,#OpenSource|#CloudComputing|#MachineLearning,49844,4232,1857,2363,562,10179,114434,9014,7.877,normal,1.0
POST_00839,2026-01-15 21:20:06.677712,2026-01-15,21,Thursday,3,Instagram,Reel/Short,Sports,#Football|#NBA,18180,1762,467,1308,230,1609,38812,3767,9.7058,normal,1.0
POST_01269,2026-01-15 21:39:38.677712,2026-01-15,21,Thursday,3,Instagram,Reel/Short,Tech,#DevOps,57530,5502,5843,2654,377,1365,55538,14376,25.885,normal,1.0
POST_00065,2026-01-16 02:35:27.677712,2026-01-16,2,Friday,4,LinkedIn,Reel/Short,Health,#Nutrition|#Wellness|#Fitness|#MentalHealth,25643,226,415,582,24,485,6210,1247,20.0805,normal,1.0
POST_00208,2026-01-16 03:35:24.677712,2026-01-16,3,Friday,4,Instagram,Text,Food,#Foodie|#Vegan|#Recipe|#Cooking,3245,54,58,19,5,197,2349,136,5.7897,normal,1.0
POST_00184,2026-01-16 03:56:33.677712,2026-01-16,3,Friday,4,Twitter,Video,Food,#Foodie|#Cooking,2141,49,31,298,8,74,972,386,39.7119,normal,1.0
POST_00218,2026-01-16 08:57:25.677712,2026-01-16,8,Friday,4,LinkedIn,Image,Health,#Wellness|#Yoga|#MentalHealth,9944,294,507,491,51,337,12443,1343,10.7932,normal,1.0
POST_00281,2026-01-16 11:54:42.677712,2026-01-16,11,Friday,4,YouTube,Carousel,Tech,#AI,4115,138,381,250,9,623,8372,778,9.2929,normal,1.0
POST_00867,2026-01-16 17:58:35.677712,2026-01-16,17,Friday,4,YouTube,Video,Finance,#Crypto,2468,70,68,62,10,129,2557,210,8.2127,normal,1.0
POST_00672,2026-01-16 18:33:15.677712,2026-01-16,18,Friday,4,TikTok,Video,Fashion,#OOTD|#Fashion,14754,1513,818,1607,330,1678,29856,4268,14.2953,normal,1.0
POST_01772,2026-01-16 23:56:53.677712,2026-01-16,23,Friday,4,YouTube,Reel/Short,Food,#Cooking|#Foodie|#Delicious,4766,129,192,68,15,397,6296,404,6.4168,normal,1.0
POST_01240,2026-01-17 02:32:35.677712,2026-01-17,2,Saturday,5,TikTok,Text,Travel,#Adventure|#Backpacking|#Wanderlust|#Explore,3581,62,49,70,9,202,3368,190,5.6413,normal,1.0
POST_01280,2026-01-17 03:39:08.677712,2026-01-17,3,Saturday,5,Instagram,Text,Health,#Yoga|#Wellness,2683,55,58,52,8,35,1119,173,15.4602,normal,1.0
POST_01945,2026-01-17 14:03:48.677712,2026-01-17,14,Saturday,5,Twitter,Video,Entertainment,#Trending,12212,790,719,1667,80,381,9772,3256,33.3197,normal,1.0
POST_00935,2026-01-17 14:51:14.677712,2026-01-17,14,Saturday,5,Instagram,Image,Entertainment,#Fun|#MustWatch|#Viral|#Trending,15842,658,401,347,79,1580,20930,1485,7.0951,normal,1.0
POST_00069,2026-01-17 17:24:33.677712,2026-01-17,17,Saturday,5,TikTok,Text,Lifestyle,#SelfCare|#Motivation,18129,601,539,588,73,4428,41113,1801,4.3806,normal,1.0
POST_01248,2026-01-17 19:08:57.677712,2026-01-17,19,Saturday,5,TikTok,Carousel,Food,#Cooking|#Foodie|#Recipe|#Delicious,6031,664,479,207,103,425,10220,1453,14.2172,normal,1.0
POST_01151,2026-01-17 22:04:07.677712,2026-01-17,22,Saturday,5,TikTok,Video,Health,#Fitness|#Wellness|#Nutrition|#MentalHealth,8220,1364,423,606,295,1276,12204,2688,22.0256,normal,1.0
POST_00650,2026-01-17 22:56:56.677712,2026-01-17,22,Saturday,5,YouTube,Carousel,Fashion,#Fashion,5373,182,250,283,21,207,7163,736,10.275,normal,1.0
POST_01083,2026-01-18 00:29:46.677712,2026-01-18,0,Sunday,6,LinkedIn,Reel/Short,Education,#Skills|#StudyTips|#OnlineCourse,14738,304,172,549,44,197,3584,1069,29.827,normal,1.0
POST_00533,2026-01-18 01:59:30.677712,2026-01-18,1,Sunday,6,Twitter,Image,Fashion,#Fashion|#Style|#StreetStyle|#OOTD,31541,617,433,846,110,1612,24487,2006,8.1921,normal,1.0
POST_00430,2026-01-18 04:06:52.677712,2026-01-18,4,Sunday,6,TikTok,Carousel,Entertainment,#MustWatch|#Trending|#Entertainment|#Viral,5142,212,106,26,16,93,2615,360,13.7667,normal,1.0
POST_01937,2026-01-18 08:04:42.677712,2026-01-18,8,Sunday,6,Twitter,Video,Health,#Wellness,32585,3826,1206,2080,550,3882,43580,7662,17.5815,normal,1.0
POST_01935,2026-01-18 08:10:57.677712,2026-01-18,8,Sunday,6,Twitter,Video,Food,#Foodie,45279,3400,3359,1755,675,12988,111412,9189,8.2478,normal,1.0
POST_00290,2026-01-18 08:28:04.677712,2026-01-18,8,Sunday,6,Twitter,Carousel,Health,#Yoga|#MentalHealth|#Wellness|#Fitness,2149,196,120,77,12,146,2561,405,15.8141,normal,1.0
POST_01760,2026-01-18 11:42:50.677712,2026-01-18,11,Sunday,6,TikTok,Text,Food,#Recipe|#Cooking|#Delicious|#Foodie,11770,483,1440,603,29,1209,15645,2555,16.3311,normal,1.0
POST_00422,2026-01-18 12:00:52.677712,2026-01-18,12,Sunday,6,YouTube,Image,Tech,#OpenSource|#AI|#DataScience,11686,446,493,110,67,1592,23309,1116,4.7879,normal,1.0
POST_01207,2026-01-18 13:05:24.677712,2026-01-18,13,Sunday,6,Twitter,Image,Fashion,#OOTD|#Trendy|#Fashion|#StreetStyle,2609,126,132,79,11,413,4846,348,7.1812,normal,1.0
POST_01756,2026-01-18 14:19:13.677712,2026-01-18,14,Sunday,6,Instagram,Video,Entertainment,#Trending|#Fun|#Viral|#MustWatch,6384,1112,227,174,95,298,10564,1608,15.2215,normal,1.0
POST_00895,2026-01-18 14:22:56.677712,2026-01-18,14,Sunday,6,LinkedIn,Video,Health,#Fitness,19181,829,2011,810,83,1584,17008,3733,21.9485,normal,1.0
POST_00732,2026-01-18 18:55:16.677712,2026-01-18,18,Sunday,6,Instagram,Text,Food,#Recipe|#Cooking|#Foodie,30425,589,4781,1351,108,3204,53909,6829,12.6676,normal,1.0
POST_01533,2026-01-18 22:45:12.677712,2026-01-18,22,Sunday,6,LinkedIn,Image,Entertainment,#Fun,6882,334,289,211,73,406,5153,907,17.6014,normal,1.0
POST_01052,2026-01-18 23:43:38.677712,2026-01-18,23,Sunday,6,TikTok,Carousel,Finance,#Investing|#StockMarket|#Crypto|#Wealth,30713,3313,548,1763,548,3861,35989,6172,17.1497,normal,1.0
POST_01320,2026-01-19 01:29:03.677712,2026-01-19,1,Monday,0,Instagram,Reel/Short,Fashion,#Trendy|#StreetStyle|#Style,11846,284,113,138,41,161,5223,576,11.0281,normal,1.0
POST_01883,2026-01-19 02:31:27.677712,2026-01-19,2,Monday,0,LinkedIn,Image,Entertainment,#Viral|#Entertainment,53070,594,846,152,117,1044,11102,1709,15.3936,normal,1.0
POST_00442,2026-01-19 08:33:59.677712,2026-01-19,8,Monday,0,Instagram,Text,Fashion,#Trendy,13916,577,1171,572,106,2040,21956,2426,11.0494,normal,1.0
